,City,Street,Floor,NumOfRooms,Size(SQM),Type,Price(₪)
4151, לוד,האלה 10,3,5.0,200,גג/פנטהאוז,3450000
4152, ראשון לציון,שולמית אלוני 1,13,4.0,119,דירה,3400000
4153, נשר,הערבה 6,16,5.0,170,דירה,2500000
4154, אשדוד,קרן היסוד 23,1,4.0,90,דירה,1800000
4155, גבעתיים,המעלות,3,5.0,145,גג/פנטהאוז,5340000
4157, תל אביב יפו,הרב קוסובסקי,4,4.0,120,דירה,6000000
4158, קרית גת,שדרות אבני החושן,2,4.0,95,דירה,1850000
4159, קרית מוצקין,נווה גנים,5,4.0,120,דירה,1680000
4160, תל אביב יפו,מקווה ישראל,4,3.0,160,גג/פנטהאוז,8750000
4161, באר שבע,שדרות יוהנה ז'בוטינסקי,5,3.0,98,דירה,1100000
4162, נתניה,בילינסון,1,5.0,130,דירה,3100000
4163, קרית אונו,יצחק נבון,2,3.0,80,דירה,3150000
4164, מודיעין מכבים רעות,שבט,2,4.0,125,דירה,2990000
4165, ירושלים,הדישון,1,5.0,105,דירה,4550000
4166, חריש,לוטם,1,4.0,121,דירה,1650000
4167, אור יהודה,שדרות צפריר 13,4,4.0,124,דירה,2590000
4168, רחובות,ב' / צפון מערב העיר,6,5.0,125,דופלקס,5100000
4169, ירושלים,אליהו קורן,5,5.0,130,גג/פנטהאוז,3950000
4170, ירושלים,אנצ'ו י. בונהבנטורה 2,4,4.0,96,דירה,3600000
4172, חיפה,הגדוד העברי,1,3.5,70,דירה,1090000
4173, רחובות,אהרון אייזנברג,1,4.0,120,דירה,2280000
4174, פתח תקווה,רבקה גובר,20,5.0,125,דירה,3580000
4175, הוד השרון,יצחק בן צבי,5,4.0,131,דירה,3520000
4176, ערד,עיינות 12,1,3.0,75,דירה,765000
4177, בת ים,פנקס 24,3,2.5,68,דירה,1900000
4178, רמת גן,הדקלים 1,3,3.0,75,דירה,3400000
4179, באר שבע,בית אל 2,14,4.0,180,דירה,2350000
4180, פתח תקווה,סנדר חדד 8,2,5.0,120,דירה,2750000
4181, אשקלון,איילה 7,4,3.0,80,דירה,1250000
4182, נצרת עילית / נוף הגליל,רותם 16,8,4.0,112,דירה,1620000
4183, קרית ביאליק,יקינטון 12,3,4.0,124,דירה,1870000
4184, גבעת שמואל,עוזיאל 1,0,5.5,210,דופלקס,4250000
4185, נס ציונה,חושן 5,4,3.0,97,דירה,2990000
4186, חולון,יהושע חנקין 91,4,3.0,75,דירה,1790000
4187, אשקלון,שדרות עמק חפר 53,6,4.0,115,דירה,1945000
4188, חריש,שוהם 26,-2,4.0,235,דירת גן,2480000
4189, שדרות,נחל אשלים 2,0,5.0,390,דירת גן,2450000
4190, נהריה,הזמיר 50,1,4.0,107,דירה,1400000
4191, חיפה,נווה גנים 11,8,3.0,65,דירה,1320000
4192, נשר,יפה נוף 46,3,2.0,55,דירה,860000
4193, חיפה,ציפורה זייד 11,0,2.5,70,דירה,1070000
4194, קרית גת,קרית גת,4,4.0,107,דירה,1600000
4195, תל אביב יפו,"צפון יפו, המושבה האמריקאית-גרמנית",0,2.0,57,דירה,2500000
4196, חיפה,יפה נוף,0,5.0,138,דירת גן,4850000
4197, יהוד מונוסון,יהוד מונוסון,3,4.0,110,דירה,2750000
4198, חדרה,"תרנ""א 12",0,4.5,250,דירת גן,2900000
4199, נתניה,גלי הים,16,5.0,235,גג/פנטהאוז,10000000
4200, אשקלון,"שדרות האצ""ל",4,4.0,100,דירה,1700000
4201, באר יעקב,יהלום,4,5.0,137,דירה,3249000
4202, תל אביב יפו,דובנוב,3,5.0,127,דירה,9300000
4203, באר שבע,יצחק בן צבי 9,19,4.0,133,דירה,1595000
4204, רעננה,מרכז דרום,4,4.0,140,דירה,2990000
4205, חולון,אריק איינשטיין,6,5.0,135,דירה,4030000
4206, פתח תקווה,שרה אהרונסון,1,3.5,85,דירה,1890000
4207, קרית אתא,נוף הכרמל,2,5.0,200,גג/פנטהאוז,1950000
4208, תל אביב יפו,הצפון הישן - צפון,3,5.0,155,דירה,8500000
4209, נתניה,בני בנימין,3,5.0,125,דירה,3140000
4210, רמת גן,אריה בן אליעזר,3,4.5,150,גג/פנטהאוז,2690000
4211, תל אביב יפו,הצפון הישן - צפון,3,4.0,105,דירה,6100000
4212, תל אביב יפו,כיכר קדומים,0,3.5,96,דירה,5300000
4215, באר שבע,מקור חיים 1,3,4.0,131,דירה,1620000
4216, קרית מוצקין,עפרה חזה 15,3,4.0,167,דירה,2350000
4217, ראשון לציון,ביאליק 17,7,5.0,153,דופלקס,4590000
4218, קרית מלאכי,שדרות וייצמן 21,3,3.5,75,דירה,1180000
4219, לוד,יעקב אבינו 8,4,5.0,130,דירה,2800000
4220, חיפה,"רמב""ן 29",12,5.0,300,גג/פנטהאוז,4900000
4221, תל אביב יפו,ניסים אלוני 21,30,3.5,164,דירה,12000000
4222, תל אביב יפו,הגדוד העברי 59,2,2.0,56,דירה,2300000
4223, טבריה,דגניה 26,4,3.5,111,דירה,970000
4224, ירושלים,גרשון אבנר 8,4,4.0,110,דירה,3050000
4225, פתח תקווה,אברהם טביב 17,1,4.0,100,דירה,2299000
4226, פתח תקווה,בנימין יהלום 9,4,4.0,114,דירה,2980000
4227, בני ברק,המכבים 63,7,3.0,62,דירה,1990000
4228, נס ציונה,ברקת 1,4,5.5,150,דירה,5500000
4229, שוהם,מכבים 88,2,5.0,209,דירה,3295000
4230, ירושלים,יונה 24,3,4.0,90,דירה,3900000
4231, פתח תקווה,משה סנה 28,8,4.0,112,דירה,3050000
4232, אשדוד,נתן אלבז 15,2,3.0,60,דירה,1650000
4233, קרית מוצקין,א.ד. גורדון,1,4.0,124,דירה,1590000
4234, רמלה,א.ס. לוי,1,3.5,75,דירה,1290000
4235, פתח תקווה,מבצע יפתח,15,5.0,142,דירה,3470000
4236, תל אביב יפו,יהודה הימית,3,4.0,94,דירה,3850000
4237, אשדוד,ביאליק,8,6.0,234,גג/פנטהאוז,3500000
4238, הרצליה,נורדאו,0,6.0,160,דירת גן,6970000
4239, רחובות,אחוזת הנשיא,12,3.0,86,דירה,2690000
4240, נתניה,אהוד מנור,2,4.0,121,דירה,6200000
4241, רמת גן,רמת גן,0,8.0,280,טריפלקס,8900000
4242, כפר יונה,אהבת אדם,0,5.0,250,דירת גן,3690000
4243, טבריה,ביאליק,8,5.5,160,גג/פנטהאוז,2500000
4244, באר שבע,גדעון האוזנר 23,3,4.0,114,דירה,1370000
4245, הרצליה,ההגנה,5,5.0,140,דירה,4790000
4246, הוד השרון,עזר וייצמן,1,5.0,155,דירה,4500000
4247, פתח תקווה,הדר המושבות החדשה / אם המושבות החדשה,14,6.0,142,דירה,4380000
4248, הרצליה,בני בנימין 26,4,5.0,145,גג/פנטהאוז,5150000
4249, מעלה אדומים,הגיר,0,5.0,190,דירת גן,3480000
4250, באר שבע,"שכונה י""א",4,4.0,72,דירה,839000
4251, באר שבע,סוקולוב,1,6.0,125,דירה,1450000
4252, ירושלים,הרב עוזיאל 115,2,5.0,103,דירה,3500000
4253, חיפה,שדרות וינגייט,1,4.0,90,דירה,1500000
4254, דימונה,תל לכיש 3,6,4.0,146,דירה,1250000
4255, כפר יונה,אהוד מנור 4,9,6.5,250,גג/פנטהאוז,4300000
4256, גבעת שמואל,מרדכי גור 9,3,4.0,117,דירה,3350000
4257, באר שבע,יהודה הלוי 12,0,4.0,141,דירה,1780000
4258, אשדוד,מיכשווילי 22,7,5.0,220,גג/פנטהאוז,4000000
4259, תל אביב יפו,הקונגרס 37,3,3.5,80,דירה,3700000
4260, ירושלים,ענתות 3,2,3.0,65,דירה,2999999
4261, בית שמש,אלול 1,7,5.0,246,גג/פנטהאוז,3400000
4262, נשר,דוכיפת 11,6,4.0,106,דירה,1950000
4263, קרית שמונה,דוד רזיאל 13,3,5.5,140,דירה,1200000
4264, גבעתיים,כצנלסון 92,2,3.0,85,דירה,3200000
4265, פתח תקווה,מאיר דנקנר 3,3,4.0,145,דירה,3350000
4266, חדרה,הרב עובדיה יוסף 9,4,4.0,97,דירה,1720000
4267, כפר סבא,זטלר 8,6,3.0,122,דירה,3450000
4268, תל אביב יפו,בר אילן 13,1,2.5,60,דירה,3950000
4269, בני ברק,הרב דנגור 10,1,5.0,95,דירה,2090000
4270, באר שבע,רחבת יותם 4,4,5.0,94,דירה,930000
4271, קרית ביאליק,דפנה 48,4,3.0,78,דירה,123123
4273, חיפה,"בית""ר",0,2.5,65,דירת גן,750000
4274, קרית ים,קרית ים,18,5.0,176,גג/פנטהאוז,2850000
4275, באר שבע,דרך מצדה,3,3.0,77,דירה,770000
4276, פתח תקווה,חנה רובינא,2,4.0,83,דירה,2190000
4277, חריש,הפרחים,6,5.0,220,גג/פנטהאוז,2650000
4278, חריש,שוהם,4,5.0,117,גג/פנטהאוז,1850000
4279, תל אביב יפו,"לב תל אביב, לב העיר צפון",3,3.0,104,גג/פנטהאוז,6500000
4280, באר שבע,"רמב""ן",3,3.0,70,דירה,599000
4281, כפר סבא,נורדאו,3,5.0,150,דירה,3200000
4282, פתח תקווה,אליעזר בן יהודה 8,1,5.0,125,דירה,2490000
4283, נצרת עילית / נוף הגליל,נצרת עילית / נוף הגליל,1,5.0,220,דופלקס,3300000
4284, חיפה,חיפה,3,4.0,107,דירה,3290000
4285, תל אביב יפו,נסים איסקוב,1,3.0,92,דירה,2900000
4286, בני ברק,שמעון הצדיק 11,1,3.0,75,דירה,2100000
4287, פתח תקווה,המרכז השקט / מרכז העיר,0,3.0,65,דירה,1819992
4288, מודיעין מכבים רעות,הנביאים,17,5.0,117,דירה,3800000
4289, כפר סבא,רבקה גובר,2,4.0,121,דירה,2650000
4290, חיפה,דוד פינסקי,0,3.0,90,דירה,1790000
4291, חדרה,גבעת אולגה,3,5.0,147,דירה,790000
4293, אור יהודה,ההגנה 108,1,4.0,100,דירה,2050000
4294, ירושלים,"שח""ל 52",4,4.0,85,דירה,3000000
4295, אשקלון,עמיעוז 3,2,4.0,90,דירה,1350000
4296, ירושלים,ברוך דובדבני 13,1,6.0,170,דירת גן,4500000
4297, עכו,בורוכוב 5,1,2.0,35,דירה,750000
4298, תל אביב יפו,בנימיני 5,8,5.0,108,דירה,4650000
4299, בית שמש,ריש לקיש 1,5,5.0,210,גג/פנטהאוז,4200000
4300, נתניה,הרב שלמה מכלוף אורגד 2,1,4.0,137,דירה,2550000
4301, ראשון לציון,רמז 41,6,4.0,96,דירה,2740000
4302, רמת גן,קריניצי 75,6,5.0,126,דירה,3800000
4303, טבריה,תמר 288,0,4.0,170,דירת גן,1350000
4304, באר שבע,סנהדרין 16,4,3.0,60,דירה,730000
4305, ירושלים,קנאי הגליל 10,0,5.0,295,דירת גן,4700000
4306, רעננה,יציאה למחלף רעננה דרום 1,0,4.0,114,דירה,2850000
4307, אשדוד,שדרות תל חי 11,1,4.0,163,דירה,2540000
4308, באר יעקב,ברקת 6,4,4.0,146,דירה,3280000
4309, אשקלון,יונתן נתניהו 12,1,5.0,152,דירה,2350000
4310, כפר סבא,ברל כצנלסון 10,0,5.0,140,דירת גן,4600000
4311, פתח תקווה,פתח תקווה,5,4.5,125,דירה,2320000
4312, ירושלים,"מלחה, מנחת",5,6.5,165,גג/פנטהאוז,8490000
4313, תל אביב יפו,רציף הרברט סמואל,10,4.0,175,גג/פנטהאוז,16000000
4314, ראשון לציון,קדמת ראשון,3,3.5,90,דירה,2200000
4315, אשדוד,שדרות רוטשילד,3,5.0,170,דירה,3149000
4316, קרית מוצקין,"צה""ל",16,5.0,216,גג/פנטהאוז,2790000
4317, אשדוד,קיבוץ גלויות,2,2.5,48,דירה,1290000
4318, באר שבע,חיים גרינפלד 19,0,4.0,105,דירת גן,1580000
4319, תל אביב יפו,מיטב 5,13,4.0,122,דירה,4990000
4320, רחובות,רחובות החדשה,3,4.0,90,דירה,2330000
4321, ירושלים,שדרות משה דיין,4,3.0,73,דירה,2090000
4322, ירושלים,טוביה 4,2,3.0,74,דירה,2980000
4323, חיפה,קרית ספר,2,3.5,70,דירה,2300000
4324, הרצליה,אשר ברש,3,5.0,138,דירה,4430000
4325, הרצליה,הרצליה,3,4.0,142,דירה,4400000
4326, חיפה,אחוזה,2,4.0,107,דירה,2590000
4327, עפולה,רובע יזרעאל סביוני העמק,9,5.0,215,גג/פנטהאוז,2330000
4328, גבעתיים,בורוכוב,4,5.0,140,דירה,4850000
4329, תל אביב יפו,אביגדור המאירי,4,5.0,133,דירה,5500000
4330, באר שבע,קפריסין 22,4,3.5,74,דירה,700000
4331, תל אביב יפו,הרב צירלסון,1,5.0,106,דירה,7900000
4332, אשקלון,הר כנען 2,3,4.5,100,דירה,1365000
4333, באר שבע,שמחה ארליך 6,2,3.0,84,דירה,900000
4334, קרית גת,הציפורן 1,18,3.0,86,דירה,1700000
4335, ירושלים,המרגלית 304,3,4.0,76,דירה,1860000
4336, בת ים,הרב ניסנבאום 37,8,4.0,120,דירה,3600000
4337, בית שמש,ריש לקיש 1,6,5.5,190,גג/פנטהאוז,4590000
4338, ירושלים,הרב יוסף שלמה כהנמן 4,2,5.0,116,דירה,3500000
4339, אשקלון,הרב מנצור בן שמעון 14,2,5.5,245,גג/פנטהאוז,2350000
4340, נתניה,יהודה הנשיא 46,4,5.0,132,דירה,2680000
4341, עמנואל,"חת""ם סופר 1",4,4.0,114,דירה,820000
4342, חריש,נרקיס 28,4,5.0,146,דירה,2150000
4343, יקנעם עילית,הדודאים 26,1,3.0,140,דירת גן,1500000
4344, עפולה,רוזמרין 5,4,4.0,170,דירה,1490000
4345, באר שבע,אשכולית 16,1,4.0,120,דירה,1800000
4346, ראש העין,אלברט איינשטיין 25,1,5.0,128,דירה,2930000
4347, ראשון לציון,נתן ברניצקי 31,3,4.0,95,דירה,2350000
4348, ראשון לציון,יהודה הלוי 1,3,5.0,161,דופלקס,2820000
4349, אשקלון,יונתן נתניהו 6,1,4.0,132,דירה,1950000
4350, חיפה,חיפה,3,4.0,92,דירה,2507000
4351, רעננה,קלאוזנר 7,7,6.0,236,גג/פנטהאוז,6200000
4352, קרית מלאכי,שושנים,2,4.0,100,דירה,1285000
4353, קרני שומרון,נווה מנחם,1,5.5,150,דירת גן,2090000
4354, ראש העין,ראש העין,2,5.0,135,דירה,3050000
4355, גבעתיים,בורוכוב,1,4.0,100,דירה,4000000
4356, באר שבע,העלייה,3,3.5,100,דירה,890000
4357, הרצליה,בורר,5,6.0,160,גג/פנטהאוז,6500000
4358, תל אביב יפו,מיכאל נאמן,2,3.0,107,דירה,5190000
4359, ראשון לציון,יהודה רגוניס,0,5.0,205,דירת גן,3450000
4360, באר שבע,שכונה ב',15,4.0,145,דירה,1800000
4361, אשדוד,מקס נורדאו,7,3.0,100,דירה,2090000
4362, חיפה,חיפה,0,4.5,135,דירה,1650000
4363, חולון,יהושע חנקין 45,4,3.0,77,דירה,2480000
4364, ירושלים,גילה,0,3.0,56,דירה,1730000
4365, ירושלים,הרב עוזי קלכהיים,2,4.0,110,דירה,3390000
4366, כפר סבא,מרכז,1,3.0,67,דירת גן,2350000
4367, תל אביב יפו,אוסוולדו ארניה,11,4.0,113,דירה,5950000
4369, ראשון לציון,"חזון אי""ש",2,3.0,80,דירה,1890000
4370, חיפה,"ש""י עגנון",1,4.0,90,דירה,1220000
4371, רחובות,רבי עקיבא 10,2,3.0,71,דירה,1900000
4372, חולון,הציונות 37,3,5.0,110,דירה,2350000
4373, אור עקיבא,הר שלמה 6,14,5.0,147,דירה,2650000
4374, קרית מוצקין,קדיש לוז 44,4,3.0,74,דירה,925000
4375, אשקלון,אבן עזרא 63,1,3.0,85,דירה,1500000
4376, נתניה,"רמב""ם 26",9,3.0,75,דירה,2200000
4377, אור עקיבא,שדרות הנשיא וייצמן 658,2,3.0,62,דירה,1270000
4378, גבעת זאב,קדרון 12,3,5.0,125,דירה,2475000
4379, חיפה,קרית ספר 21,3,5.0,260,דופלקס,2850000
4380, תל אביב יפו,רבינא 13,4,4.5,115,דירה,5900000
4381, לוד,אגוז 18,3,3.0,73,דירה,1450000
4382, תל אביב יפו,פיקוס 5,6,3.0,65,דירה,2250000
4383, כפר יונה,חנה רובינא 7,9,4.0,150,דירה,2950000
4384, צור הדסה,נחליאלי 34,2,4.0,125,דירה,2500000
4385, תל אביב יפו,דרך משה דיין 33,3,3.0,70,דירה,2500000
4386, חריש,אורן 25,0,4.0,216,דירת גן,2350000
4387, עכו,אברהם בן שושן 11,1,5.0,140,דופלקס,1600000
4388, נתניה,הגליל 26,3,2.0,40,דירה,1750000
4389, מודיעין מכבים רעות,הנביאים,2,4.0,107,דירה,2590000
4390, חריש,חריש,3,4.0,115,דירה,1530000
4391, גני תקווה,דרך התקווה,6,6.0,145,דירה,4500000
4392, חדרה,עין גדי,5,5.0,146,דירה,3200000
4393, אשקלון,אשקלון,3,4.0,82,דירה,1050000
4394, רמת גן,איתמר,8,4.5,84,דירה,3490000
4395, יקנעם עילית,המפל,3,4.0,95,דירה,2100000
4396, רמת גן,נחלת גנים,16,4.0,95,דירה,4090000
4397, ראשון לציון,הורוביץ,2,5.0,133,דירה,3300000
4398, עפולה,אתרוג,1,5.0,140,דירה,1760000
4399, רמת השרון,קרית יערים,3,3.0,115,דופלקס,3600000
4400, נהריה,נהריה הירוקה,0,5.0,122,דירת גן,2190000
4401, נצרת עילית / נוף הגליל,תירוש 15,2,3.0,73,דירה,1120000
4402, ירושלים,סולם יעקב,2,5.0,120,דירה,3350000
4403, עפולה,נורדאו,4,4.0,128,דירה,1270000
4404, אור עקיבא,אור עקיבא,3,3.0,72,דירה,990000
4405, מבשרת ציון,השלום,2,4.0,96,דירה,2400000
4406, קרית גת,נחל ירקון 3,14,3.0,75,דירה,1730000
4407, באר שבע,שכונה ד',0,3.0,50,דירה,799000
4408, בת ים,ההגנה 24,2,5.0,120,דירה,3000000
